OBJECTID,PUBLIC_NAME,ADDRESS911,ZIPCODE,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT
441,Officer Robert Hayes Memorial Playground,9949 PRESIDENT ST,19115,39.23612869,NEIGHBORHOOD_PARK,RECREATION_SITE,1
442,Bartrams Mile,3000 S 56TH ST,19143,9.19885,NEIGHBORHOOD_PARK,UNDEVELOPED,9
443,Grays Ferry Crescent,3696 WHARTON ST,19146,14.02568174,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9
444,Hope Park,201 E INDIANA AVE,19134,1.23248437,NEIGHBORHOOD_PARK,MISC_PARK,6
445,Logan Square,200 N 18TH ST,19103,9.27781492,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,7
446,Titan Park,116 TITAN ST,19147,0.03128556,POCKET_PARK,SQUARE_PLAZA,10
447,Dodge Tract,7900 CHEROKEE ST,19118,6.626328599999999,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
448,Bartrams South,3101 S 56TH ST,19143,14.89797907,NEIGHBORHOOD_PARK,UNDEVELOPED,9
449,Emily Community Garden,742 EMILY ST,19148,0.10990058,POCKET_PARK,URBANAGRICULTURE_GARDEN,9
450,Poquessing Creek Park,,0,187.00984591,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
451,Benjamin Franklin Parkway,BENJ FRANKLIN PKY,0,67.32464427,REGIONAL_PARK,GREENWAY_PARKWAY,7
452,Philly Pumptrack,5301 PARKSIDE AVE,19131,0.52983043,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7
453,Reliance Triangle,2501 PENNSYLVANIA AVE,19130,0.34552695,POCKET_PARK,BREEZEWAY_ISLAND,7
454,Philadelphia Stars Negro League Memorial Park,1538 BELMONTE AVE,19104,0.24872824,POCKET_PARK,SQUARE_PLAZA,7
455,Glendinning Rock Garden,1299 BREWERY HILL DR,19121,2.78601038,NEIGHBORHOOD_PARK,HISTORIC_SITE,7
456,Galusha Pennypacker Park,1856 VINE ST,19103,1.13391877,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
457,Shakespeare Park,1948 VINE ST,19103,1.17760953,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7
458,Bristol Street Warehouse,1632 E BRISTOL ST,19124,1.97235874,NEIGHBORHOOD_PARK,OPERATIONS,3
459,Cobbs Creek Park, ,19143,743.81853597,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,8
460,John A Lee Cultural Center,4372 HAVERFORD AVE,19104,9.59479255,NEIGHBORHOOD_PARK,RECREATION_SITE,8
461,Burholme Park,7370 CENTRAL AVE,19111,67.92209699,REGIONAL_PARK,MISC_PARK,1
462,Historic Rittenhouse Town,6014 WISSAHICKON AVE,19144,10.57133417,NEIGHBORHOOD_PARK,HISTORIC_SITE,4
463,Organic Recycling Center,3850 FORD RD,19131,13.83526658,NEIGHBORHOOD_PARK,OPERATIONS,7
464,Belmont Grove,2076 BELMONT MANSION DR,19131,11.76148656,NEIGHBORHOOD_PARK,MISC_PARK,7
465,Mann Center for the Performing Arts,5038 AVENUE OF THE REPUBLIC,19131,24.0064744,NEIGHBORHOOD_PARK,OTHER,7
466,Clifford Park,6141 WISSAHICKON AVE,19144,23.0669862,NEIGHBORHOOD_PARK,MISC_PARK,4
467,Blue Bell Park,844 W WALNUT LN,19144,8.33088374,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,4
468,Saul High School Farm,7107 HENRY AVE,19128,35.30518060000001,NEIGHBORHOOD_PARK,URBANAGRICULTURE_FARM,4
469,Parkwood,3359 MECHANICSVILLE RD,19154,30.81561268,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,1
470,American Swedish Historical Museum,1900 PATTISON AVE,19145,1.67416017,NEIGHBORHOOD_PARK,MUSEUM,9
471,Andorra Natural Area,9750 FORBIDDEN DR,19128,158.15612487,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
472,Cobbs Creek Community Environmental Center,700 COBBS CREEK PKY,19143,1.45077738,NEIGHBORHOOD_PARK,ENVIRONMENTAL_EDUCATION_CENTER,8
473,Saylors Grove,669 W RITTENHOUSE ST,19144,3.31910353,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,4
474,Ben-Gurion Place,107 N INDEPENDENCE MALL E,19106,0.38716613,POCKET_PARK,BREEZEWAY_ISLAND,10
475,Commerce Street Walk,25 N 04TH ST,19106,0.37266554,POCKET_PARK,BREEZEWAY_ISLAND,10
476,Waverly Street Community Garden,1131 WAVERLY ST,19147,0.09275297,POCKET_PARK,URBANAGRICULTURE_GARDEN,10
477,Bartrams Mile Trail Greenway,1699 S 49TH ST,19143,5.30711482,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,9
478,3rd and Norris Playground,273 W NORRIS ST,19122,0.23281031,POCKET_PARK,MISC_PARK,6
479,Howard and Reed Park,105 REED ST,19147,0.07930905,POCKET_PARK,BREEZEWAY_ISLAND,10
480,Sartain Garden,201 S SARTAIN ST,19107,0.08407577,POCKET_PARK,URBANAGRICULTURE_GARDEN,10
481,South Street Community Garden,839 SOUTH ST,19147,0.20561096,POCKET_PARK,URBANAGRICULTURE_GARDEN,10
482,Brewerytown Garden,1341 N 27TH ST,19121,0.47675546,POCKET_PARK,URBANAGRICULTURE_GARDEN,7
483,Discovery Center at East Fairmount Reservoir,3369 RESERVOIR DR,19121,51.19340812,REGIONAL_PARK,ENVIRONMENTAL_EDUCATION_CENTER,7
484,Chamounix Aerial Adventure Course,3730 CHAMOUNIX DR,19131,16.8760356,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7
485,Boathouse Row,870 KELLY DR,19130,4.31957624,NEIGHBORHOOD_PARK,BOATHOUSE_LAUNCH,7
486,Mollbore Terrace Park at 8th St,703 MOLLBORE TER,19148,0.47767365,POCKET_PARK,BREEZEWAY_ISLAND,9
487,Mollbore Terrace Park at 11th St,1032 MOLLBORE TER,19148,0.47017059,POCKET_PARK,BREEZEWAY_ISLAND,9
488,Mollbore Terrace Park at 12th St,1226 MOLLBORE TER,19148,0.48178102,POCKET_PARK,BREEZEWAY_ISLAND,9
489,Yorktown at N Dondill Pl,1599 DONDILL PL,19122,0.10026945,POCKET_PARK,BREEZEWAY_ISLAND,10
490,Yorktown at Queens Pl,1501 QUEENS PL,19122,0.12990782,POCKET_PARK,BREEZEWAY_ISLAND,10
491,Yorktown at S Dondill Pl,1401 DONDILL PL,19122,0.09913636,POCKET_PARK,BREEZEWAY_ISLAND,10
492,Yorktown at Guilford Pl,1400 GUILFORD PL,19122,0.12570272,POCKET_PARK,BREEZEWAY_ISLAND,10
493,Yorktown at Patrick Henry,1220 PATRICK HENRY PL,19122,0.22130851,POCKET_PARK,BREEZEWAY_ISLAND,10
494,Yorktown at Kings Pl,1303 KINGS PL,19122,0.10000667,POCKET_PARK,BREEZEWAY_ISLAND,10
495,Yorktown Commons,,19122,0.77633167,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,10
496,Lucien E Blackwell Park,4615 FAIRMOUNT AVE,19139,2.05984969,NEIGHBORHOOD_PARK,MISC_PARK,8
497,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,19136,39.38664827,NEIGHBORHOOD_PARK,RECREATION_SITE,1
498,Vine Street Park (95),VINE STREET EXP,19107,7.16202553,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10
499,Vine Street Park (676),VINE STREET EXP,19107,4.70609579,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,"7, 10"
500,Vine Street Park,VINE STREET EXP,19107,11.86812132,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,"7, 10"
501,Burholme Park Driving Range,401 W COTTMAN AVE,19111,14.66690846,NEIGHBORHOOD_PARK,ATHLETIC_GOLF,1
502,Fairmount Drainage Rights of Way,,0,174.8076754,WATERSHED_PARK,CONSERVATION_DRAINAGE_WATERSHED,1
503,Morris and Penn Park,353 W PENN ST,19144,0.09678997,POCKET_PARK,MISC_PARK,4
504,Peters Island,,19131,1.91202987,NEIGHBORHOOD_PARK,CONSERVATION_DRAINAGE_WATERSHED,7
505,Parkside Fields,5351 PARKSIDE AVE,19131,0.84955026,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,7
506,Manayunk Bridge,100 DUPONT ST,19127,1.9092384999999998,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,4
507,Ivy Ridge Greenway,4850 UMBRIA ST,19127,3.6685470999999996,NEIGHBORHOOD_PARK,UNDEVELOPED,4
508,Dr Martin Luther King Jr Older Adult Center,2102 W CECIL B MOORE AVE,19121,0.33110061,POCKET_PARK,OLDER_ADULT_CENTER,6
509,Dr Martin Luther King Jr Recreation Center,2101 W CECIL B MOORE AVE,19121,5.25374198,NEIGHBORHOOD_PARK,RECREATION_SITE,6
510,Devereaux Ave Trailhead at K and T Trail,5298 DEVEREAUX AVE,19135,0.24867724,POCKET_PARK,GREENWAY_PARKWAY,2
511,Basilica Green,1773 RACE ST,19103,0.23518769,POCKET_PARK,GREENWAY_PARKWAY,7
512,31st and York Courts,3101 W YORK ST,19132,0.22689783,POCKET_PARK,ATHLETIC_OTHER,6
513,31st and Cumberland Play Lot,2462 N 31ST ST,19132,0.20888781,POCKET_PARK,MISC_PARK,6
514,31st and Huntingdon Play Lot,2550 N 31ST ST,19132,0.22439853,POCKET_PARK,MISC_PARK,6
515,17th and Carpenter Play Lot,920 S 17TH ST,19146,0.28240636,POCKET_PARK,UNDEVELOPED,7
516,South Philadelphia High School Park,2125 S BROAD ST,19148,0.65416243,NEIGHBORHOOD_PARK,UNDEVELOPED,9
517,Fletcher B Amos Playground,1843 N 16TH ST,19121,1.01672898,NEIGHBORHOOD_PARK,RECREATION_SITE,6
518,25th and Dauphin District Headquarters,2501 W SEDGLEY AVE,19132,0.46465035,POCKET_PARK,OPERATIONS,6
519,Sedgely and Fletcher Warehouse,2528 W SEDGLEY AVE,19132,0.77390188,NEIGHBORHOOD_PARK,OPERATIONS,6
