OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,SCHOOL_NAME,SCHOOL_NAME_LABEL,STREET_ADDRESS,ZIP_CODE,PHONE_NUMBER,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
254,126515001,3697,5370,"MOFFET, JOHN SCHOOL",JOHN MOFFET SCHOOL,127 W OXFORD ST,19122,(215) 400-7390,,ELEMENTARY SCHOOL,K-5,290,1,DISTRICT
255,126515001,3770,8310,"MOORE, J. HAMPTON SCHOOL",J. HAMPTON MOORE SCHOOL,6900 SUMMERDALE AVE,19111,(215) 400-3180,,ELEMENTARY SCHOOL,K-5,1157,1,DISTRICT
256,126515001,4868,2390,"MORRIS, ROBERT SCHOOL",ROBERT MORRIS SCHOOL,2600 W THOMPSON ST,19121,(215) 400-7320,,ELEMENTARY/MIDDLE,K-8,236,1,DISTRICT
257,126515001,3749,7390,"MORRISON, ANDREW J. SCHOOL",ANDREW J. MORRISON SCHOOL,5100 N 3RD ST,19120,(215) 400-3780,,ELEMENTARY/MIDDLE,K-8,686,1,DISTRICT
258,126515001,6535,1380,"MORTON, THOMAS G. SCHOOL",THOMAS G. MORTON SCHOOL,2501 S 63RD ST,19142,(215) 400-8160,,ELEMENTARY SCHOOL,K-5,520,1,DISTRICT
259,126515001,7815,1190,MOTIVATION HIGH SCHOOL,MOTIVATION HIGH SCHOOL,5900 BALTIMORE AVE,19143,(215) 400-7930,,HIGH SCHOOL,9-12,374,1,DISTRICT
260,126515001,7522,5680,"MUNOZ-MARIN, HON LUIS SCHOOL",HONORABLE LUIS MUNOZ-MARIN SCHOOL,3300 N 3RD ST,19140,(215) 400-3920,,ELEMENTARY/MIDDLE,K-8,618,1,DISTRICT
261,126515001,7022,1580,MYA-MIDDLE YEARS ALTERNATIVE,MIDDLE YEARS ALTERNATIVE SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7720,,MIDDLE SCHOOL,5-8,258,1,DISTRICT
262,126515001,3650,2590,"NEBINGER, GEORGE W. SCHOOL",GEORGE W. NEBINGER SCHOOL,601 CARPENTER ST,19147,(215) 400-8110,,ELEMENTARY/MIDDLE,K-8,525,1,DISTRICT
263,126515001,3855,8020,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE,19111,(215) 400-3200,,HIGH SCHOOL,9-12,3467,1,DISTRICT
264,126515001,3750,7400,OLNEY ELEMENTARY SCHOOL,OLNEY SCHOOL,5301 N WATER ST,19120,(215) 400-3790,,ELEMENTARY/MIDDLE,K-8,867,1,DISTRICT
265,126515001,6960,4480,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE,19151,(215) 400-7540,,ELEMENTARY/MIDDLE,K-8,285,1,DISTRICT
266,226511072,,,CHRIST INDEPENDENT BAPTIST ACADEMY,CHRIST INDEPENDENT BAPTIST ACADEMY,1618 WOMRATH ST,19124,(215) 288-5667,,,K-12,,3,PRIVATE
267,126515001,7903,1030,HIGH SCHOOL OF THE FUTURE,HIGH SCHOOL OF THE FUTURE,4021 PARKSIDE AVE,19104,(215) 400-7790,,HIGH SCHOOL,9-12,558,1,DISTRICT
268,126515001,7229,6460,HILL-FREEDMAN WORLD ACADEMY,HILL-FREEDMAN WORLD ACADEMY,1100 E MT PLEASANT AVE,19150,(215) 400-3530,,MIDDLE/HIGH,6-12,691,1,DISTRICT
269,126515001,3766,8270,"HOLME, THOMAS SCHOOL",THOMAS HOLME SCHOOL,9125 ACADEMY RD,19114,(215) 400-3130,,ELEMENTARY SCHOOL,K-6,611,1,DISTRICT
270,126515001,3742,7300,"HOPKINSON, FRANCIS SCHOOL",FRANCIS HOPKINSON SCHOOL,4001 L ST,19124,(215) 400-3970,,ELEMENTARY/MIDDLE,K-8,850,1,DISTRICT
271,126515001,3713,6260,"HOUSTON, HENRY H. SCHOOL",HENRY H. HOUSTON SCHOOL,7300 RURAL LN,19119,(215) 400-3490,,ELEMENTARY/MIDDLE,K-8,366,1,DISTRICT
272,126515001,3743,7320,"HOWE, JULIA WARD SCHOOL",JULIA W. HOWE SCHOOL,5800 N 13TH ST,19141,(215) 400-3650,,ELEMENTARY SCHOOL,K-5,253,1,DISTRICT
273,126515001,3693,5330,"HUNTER, WILLIAM H. SCHOOL",WILLIAM H. HUNTER SCHOOL,2400 N FRONT ST,19133,(215) 400-7110,,ELEMENTARY/MIDDLE,K-8,571,1,DISTRICT
274,126515001,3642,2510,"JACKSON, ANDREW SCHOOL",ANDREW JACKSON SCHOOL,1213 S 12TH ST,19147,(215) 400-7970,,ELEMENTARY/MIDDLE,K-8,569,1,DISTRICT
275,126515001,3714,6270,JENKS ACADEMY ARTS & SCIENCES,JENKS ACADEMY FOR ARTS AND SCIENCES,8301 GERMANTOWN AVE,19118,(215) 400-3360,,ELEMENTARY/MIDDLE,K-8,513,1,DISTRICT
276,126515001,7227,2520,"JENKS, ABRAM SCHOOL",ABRAM S. JENKS SCHOOL,2501 S 13TH ST,19148,(215) 400-8240,,ELEMENTARY SCHOOL,K-5,287,1,DISTRICT
277,126515001,7963,7150,JUNIATA PARK ACADEMY,JUNIATA PARK ACADEMY,801 E HUNTING PARK AVE,19124,(215) 400-7010,,ELEMENTARY/MIDDLE,K-8,1090,1,DISTRICT
278,126515001,3645,5480,"KEARNY, GEN. PHILIP SCHOOL",GENERAL PHILIP KEARNY SCHOOL,601 FAIRMOUNT AVE,19123,(215) 400-7590,,ELEMENTARY/MIDDLE,K-8,290,1,DISTRICT
279,126515001,3626,4560,"KELLEY, WILLIAM D. SCHOOL",WILLIAM D. KELLEY SCHOOL,1601 N 28TH ST,19121,(215) 400-7370,,ELEMENTARY/MIDDLE,K-8,297,1,DISTRICT
280,126515001,5294,6470,"KELLY, JOHN B. SCHOOL",JOHN B. KELLY SCHOOL,5116 PULASKI AVE,19144,(215) 400-3580,,ELEMENTARY SCHOOL,K-5,505,1,DISTRICT
281,126515001,3795,4360,KENDERTON ELEMENTARY,KENDERTON ELEMENTARY SCHOOL,1500 W ONTARIO ST,19140,(215) 400-8340,,ELEMENTARY/MIDDLE,K-8,473,1,DISTRICT
282,126515001,7852,5520,KENSINGTON CAPA,KENSINGTON HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS,1901 N FRONT ST,19122,(215) 400-7400,,HIGH SCHOOL,9-12,522,1,DISTRICT
283,126515001,7855,5550,KENSINGTON HEALTH SCIENCES,KENSINGTON HEALTH SCIENCES ACADEMY,2463 EMERALD ST,19125,(215) 400-3600,,HIGH SCHOOL,9-12,458,1,DISTRICT
284,126515001,8143,5700,KENSINGTON HIGH SCHOOL,KENSINGTON HIGH SCHOOL,2501 CORAL ST,19125,(215) 400-7700,,HIGH SCHOOL,9-12,483,1,DISTRICT
285,126515001,7228,2540,"KEY, FRANCIS SCOTT SCHOOL",FRANCIS S. KEY SCHOOL,2230 S 8TH ST,19148,(215) 400-8250,,ELEMENTARY SCHOOL,K-6,482,1,DISTRICT
286,126515001,6675,6060,"KING, MARTIN LUTHER HIGH SCHOOL",MARTIN LUTHER KING HIGH SCHOOL,6100 STENTON AVE,19138,(215) 400-3500,,HIGH SCHOOL,9-12,519,1,DISTRICT
287,126515001,3647,2580,"KIRKBRIDE, ELIZA B. SCHOOL",ELIZA B. KIRKBRIDE SCHOOL,1501 S 7TH ST,19147,(215) 400-7980,,ELEMENTARY/MIDDLE,K-8,533,1,DISTRICT
288,126515001,7472,4370,OVERBROOK ELEMENTARY SCHOOL,OVERBROOK SCHOOL,2032 N 62ND ST,19151,(215) 400-7520,,ELEMENTARY/MIDDLE,K-8,229,1,DISTRICT
289,126515001,3857,4020,OVERBROOK HIGH SCHOOL,OVERBROOK HIGH SCHOOL,5898 LANCASTER AVE,19131,(215) 400-7300,,HIGH SCHOOL,9-12,473,1,DISTRICT
290,126515001,7782,5080,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,PARKWAY CENTER CITY MIDDLE COLLEGE HIGH SCHOOL,540 N 13TH ST,19123,(215) 400-7620,,HIGH SCHOOL,9-12,487,1,DISTRICT
291,126515001,7808,5090,PARKWAY WEST HIGH SCHOOL,PARKWAY WEST HIGH SCHOOL,4725 FAIRMOUNT AVE,19139,(215) 400-7710,,HIGH SCHOOL,9-12,321,1,DISTRICT
292,126515001,6548,5070,PARKWAY-NORTHWEST HIGH SCHOOL,PARKWAY NORTHWEST HIGH SCHOOL,6200 CRITTENDEN ST,19138,(215) 400-3390,,HIGH SCHOOL,9-12,277,1,DISTRICT
293,126515001,3613,1400,"PATTERSON, JOHN M. SCHOOL",JOHN M. PATTERSON SCHOOL,7000 BUIST AVE,19142,(215) 400-8190,,ELEMENTARY SCHOOL,K-4,459,1,DISTRICT
294,126515001,3675,4380,"PEIRCE, THOMAS M. SCHOOL",THOMAS M. PEIRCE SCHOOL,2300 W CAMBRIA ST,19132,(215) 400-7020,,ELEMENTARY SCHOOL,K-6,351,1,DISTRICT
295,126515001,7706,1280,PENN ALEXANDER SCHOOL,SADIE ALEXANDER SCHOOL,4209 SPRUCE ST,19104,(215) 400-7760,,ELEMENTARY/MIDDLE,K-8,571,1,DISTRICT
296,126515001,7244,5160,PENN TREATY HIGH SCHOOL,PENN TREATY HIGH SCHOOL,600 E THOMPSON ST,19125,(215) 400-3800,,MIDDLE/HIGH,6-12,509,1,DISTRICT
297,126515001,3722,6340,"PENNELL, JOSEPH ELEMENTARY",JOSEPH PENNELL SCHOOL,1800 NEDRO AVE,19141,(215) 400-3680,,ELEMENTARY SCHOOL,K-5,380,1,DISTRICT
298,126515001,6539,6350,"PENNYPACKER, SAMUEL SCHOOL",SAMUEL PENNYPACKER SCHOOL,1858 E WASHINGTON LN,19138,(215) 400-3510,,ELEMENTARY/MIDDLE,K-8,357,1,DISTRICT
299,126515001,3616,1440,PENROSE SCHOOL,PENROSE SCHOOL,2515 S 78TH ST,19153,(215) 400-8310,,ELEMENTARY/MIDDLE,K-8,450,1,DISTRICT
300,126515001,7850,5050,PHILADELPHIA MILITARY ACADEMY,PHILADELPHIA MILITARY ACADEMY,2118 N 13TH ST,19122,(215) 400-7420,,HIGH SCHOOL,9-12,315,1,DISTRICT
301,126515001,,8780,PHILADELPHIA VIRTUAL ACADEMY,PHILADELPHIA VIRTUAL ACADEMY,440 N BROAD ST,19130,(215) 400-3110,,MIDDLE/HIGH,6-12,507,1,DISTRICT
302,126515001,3801,8410,"POLLOCK, ROBERT B. SCHOOL",ROBERT B. POLLOCK SCHOOL,2875 WELSH RD,19152,(215) 400-3210,,ELEMENTARY SCHOOL,K-6,613,1,DISTRICT
303,126515001,5121,5390,POTTER-THOMAS SCHOOL,POTTER-THOMAS SCHOOL,3001 N 6TH ST,19133,(215) 400-7120,,ELEMENTARY/MIDDLE,K-8,490,1,DISTRICT
304,226517602,,,DEPAUL CATHOLIC SCHOOL,DEPAUL CATHOLIC SCHOOL,44 W LOGAN ST,19144,(215) 842-1266,O,ELEMENTARY/MIDDLE,PREK-8,,3,PRIVATE
305,226510075,,,63RD STREET MULTICULTURAL ACADEMY OF ACADEMIC EXCELLENCE,63RD ST MULTICULTURAL ACADEMY OF ACADEMIC EXCELLENCE,1139 N 63RD ST,19151,(267) 977-2542,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
306,226511242,,,LEGACY CHRISTIAN ACADEMY,LEGACY CHRISTIAN ACADEMY,6208-10 GRAYS AVE,19142,(215) 727-5000,O,ELEMENTARY/MIDDLE,PREK-7,,3,PRIVATE
307,226510051,,,INDIVIDUAL ASSESSMENT MANAGER RESOURCE ACADEMY,INDIVIDUAL ASSESSMENT MANAGER RESOURCE ACADEMY,7035 WOODLAND AVE,19142,(215) 729-0374,O,SPECIAL CENTER,UNGRADED,,3,PRIVATE
308,226510050,,,MIRACLE TEMPLE CHRISTIAN ACADEMY,MIRACLE TEMPLE CHRISTIAN ACADEMY,2600 TASKER ST,19145,(215) 755-3680,O,UNGRADED,UNGRADED,,3,PRIVATE
309,300519930,,,TWENTY-FIRST CENTURY CHRISTIAN ACADEMY,TWENTY-FIRST CENTURY CHRISTIAN ACADEMY,1253 S 18TH ST,19146,(610) 812-5166,O,PRE-SCHOOL,PRE-SCHOOL,,3,PRIVATE
310,226510009,,,TRUE GOSPEL TABERNACLE LEARNING CENTER,TRUE GOSPEL TABERNACLE LEARNING CENTER,1900 S 16TH ST,19145,(215) 334-3343,O,ELEMENTARY SCHOOL,PREK-4,,3,PRIVATE
311,226519632,,,TRINITY CHRISTIAN SCHOOL,TRINITY CHRISTIAN SCHOOL,2300-34 S 18TH ST,19145,(215) 334-6656,O,PRE-SCHOOL,PREK,,3,PRIVATE
312,,,3404,TACONY ACADEMY CHARTER SCHOOL,TACONY ACADEMY CHARTER SCHOOL (HIGH SCHOOL),6201 KEYSTONE ST,19135,(267) 388-8656,O,HIGH SCHOOL,9-12,,2,CHARTER
313,300517000,,,PENNSYLVANIA SCHOOL FOR THE DEAF,PENNSYLVANIA SCHOOL FOR THE DEAF,100-52 W SCHOOL HOUSE LA,19144,(215) 951-4700,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
314,300516590,,,OVERBROOK SCHOOL FOR BLIND,OVERBROOK SCHOOL FOR BLIND,6333 MALVERN AVE,19151,(215) 877-0313,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
315,226511852,,,GIRARD COLLEGE,GIRARD COLLEGE,2101 S COLLEGE AVE,19121,(215) 787-2600,O,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE
316,226515832,,,THE CITY SCHOOL AT SPRUCE HILL,THE CITY SCHOOL AT SPRUCE HILL,4115 BALTIMORE AVE,19104,(215) 382-7839,O,ELEMENTARY SCHOOL,K-5,,3,PRIVATE
317,226510047,,,NEW HOPE CHRISTIAN ACADEMY,NEW HOPE CHRISTIAN ACADEMY,1345 MCFERRAN STREET,19140,(215) 391-0003,O,ELEMENTARY/MIDDLE/HIGH,PREK-12,,3,PRIVATE
318,326510170,,,BRIDGE WAY SCHOOL,BRIDGE WAY SCHOOL,7360 JACKSON ST,19136,(267) 437-2194,O,UNGRADED,9-12,,3,PRIVATE
319,326510062,,,SEEDLINGS EARLY CARE AND EDUCATION PROGRAM,SEEDLINGS EARLY CARE AND EDUCATION PROGRAM,3300 HENRY AVE,19129,(215) 254-2002,O,PRE-SCHOOL,PREK,,3,PRIVATE
320,300516560,,,OVERBROOK PRESBYTERIAN CHURCH PRESCHOOL & KINDERGARTEN,OVERBROOK PRESBYTERIAN CHURCH PRESCHOOL & KINDERGARTEN,6376-78 CITY AVE,19151,215) 877-8945,O,KINDERGARTEN,PREK-K,,3,PRIVATE
321,326510175,,,ANN KIDS,ANN KIDS,10100 JAMISON AVE,19116,(215) 869-0207,O,PRE-SCHOOL,PRE-SCHOOL,,3,PRIVATE
322,300515921,,,METHODIST SERVICES FOR CHILDREN AND FAMILIES,METHODIST SERVICES FOR CHILDREN AND FAMILIES,4300 MONUMENT RD,19131,(215) 877-1925,O,KINDERGARTEN,PREK-K,,3,PRIVATE
323,126515001,3835,7130,"WAGNER, GEN. LOUIS MIDDLE SCH.",GENERAL LOUIS WAGNER SCHOOL,1701 CHELTEN AVE,19126,(215) 400-3560,,MIDDLE SCHOOL,6-8,481,1,DISTRICT
324,126515001,7225,2490,"WARING, LAURA W. SCHOOL",LAURA W. WARING SCHOOL,1801 GREEN ST,19130,(215) 400-7560,,ELEMENTARY/MIDDLE,K-8,278,1,DISTRICT
325,126515001,6527,8030,"WASHINGTON, GEORGE HIGH SCHOOL",GEORGE WASHINGTON HIGH SCHOOL,10175 BUSTLETON AVE,19116,(215) 400-3100,,HIGH SCHOOL,9-12,1396,1,DISTRICT
326,126515001,7663,7370,"WASHINGTON, GROVER JR. MIDDLE","GROVER WASHINGTON, JR. SCHOOL",201 E OLNEY AVE,19120,(215) 400-3820,,MIDDLE SCHOOL,5-8,579,1,DISTRICT
327,126515001,3615,1420,"WASHINGTON, MARTHA SCHOOL",MARTHA WASHINGTON SCHOOL,766 N 44TH ST,19104,(215) 400-7770,,ELEMENTARY/MIDDLE,K-8,284,1,DISTRICT
328,126515001,5124,5590,"WEBSTER, JOHN H. SCHOOL",JOHN H. WEBSTER SCHOOL,3400 FRANKFORD AVE,19134,(215) 400-7170,,ELEMENTARY SCHOOL,K-5,635,1,DISTRICT
329,126515001,3703,5420,"WELSH, JOHN SCHOOL",JOHN WELSH SCHOOL,2331 N 4TH ST,19133,(215) 400-7130,,ELEMENTARY/MIDDLE,K-8,333,1,DISTRICT
330,126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,WEST PHILADELPHIA HIGH SCHOOL,4901 CHESTNUT ST,19139,(215) 400-7900,,HIGH SCHOOL,9-12,415,1,DISTRICT
331,126513150,7574,3328,"MATH, SCIENCE AND TECHNOLOGY","MATHEMATICS, SCIENCE, AND TECHNOLOGY COMMUNITY CHARTER SCHOOL (MAST)",1800 BYBERRY RD,19116,(267) 348-1100,,ELEMENTARY/MIDDLE/HIGH,K-12,1446,2,CHARTER
332,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,MEMPHIS STREET ACADEMY CHARTER SCHOOL AT J.P. JONES,2950 MEMPHIS ST,19134,(215) 291-4709,,MIDDLE SCHOOL,5-8,723,2,CHARTER
333,126513000,7546,3312,MULTI-CULTURAL ACADEMY,MULTICULTURAL ACADEMY CHARTER SCHOOL,3821 N BROAD ST,19140,(215) 227-0513,,HIGH SCHOOL,9-12,263,2,CHARTER
334,126513420,7649,3334,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,8001 TORRESDALE AVE,19136,(215) 624-8100,,ELEMENTARY/MIDDLE/HIGH,K-12,1554,2,CHARTER
335,,,3850,NORTHEAST HIGH SCHOOL EOP,NORTHEAST HIGH SCHOOL EOP,1601 COTTMAN AVE,19111,(215) 400-3200,,HIGH SCHOOL,9-12,144,1,DISTRICT
336,126510019,7856,3386,NORTHWOOD CHARTER SCHOOL,NORTHWOOD ACADEMY CHARTER SCHOOL,4621 CASTOR AVE,19124,(215) 289-5606,,ELEMENTARY/MIDDLE,K-8,768,2,CHARTER
337,,,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,(215) 567-2410,,HIGH SCHOOL,9-12,121,1,CONTRACTED
338,,,3540,OMBUDSMAN ACCELERATED NORTHWST,OMBUDSMAN NORTHWEST,2111 EASTBURN AVE,19138,(215) 924-8950,,HIGH SCHOOL,9-12,56,1,CONTRACTED
339,,,3810,ONE BRIGHT RAY-ELMWOOD CAMPUS,ONE BRIGHT RAY - ELMWOOD CAMPUS,6404 ELMWOOD AVE,19142,(215) 488-1177,,HIGH SCHOOL,9-12,134,1,CONTRACTED
340,,,8190,ONE BRIGHT RAY-FAIRHILL CAMPUS,ONE BRIGHT RAY - FAIRHILL CAMPUS,2820 N 4TH ST,19133,(215) 423-1776,,HIGH SCHOOL,9-12,285,1,CONTRACTED
341,,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON CAMPUS,1142 E ERIE AVE,19124,(215) 744-6000,,HIGH SCHOOL,9-12,274,1,CONTRACTED
342,173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,PAN AMERICAN ACADEMY CHARTER SCHOOL,2830 N AMERICAN ST,19133,(215) 425-1212,,ELEMENTARY/MIDDLE,K-8,762,2,CHARTER
343,,,8540,PENNYPACK HOUSE SCHOOL,PENNYPACK HOUSE SCHOOL,7901 STATE RD,19136,(215) 685-7752,,HIGH SCHOOL,9-12,36,1,DISTRICT
344,126515001,4726,8430,"GREENBERG, JOSEPH SCHOOL",JOSEPH GREENBERG SCHOOL,600 SHARON LN,19115,(215) 400-3080,,ELEMENTARY/MIDDLE,K-8,829,1,DISTRICT
345,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",ALBERT M. GREENFIELD SCHOOL,2200 CHESTNUT ST,19103,(215) 400-7810,,ELEMENTARY/MIDDLE,K-8,685,1,DISTRICT
346,126515001,5120,5300,"HACKETT, HORATIO B. SCHOOL",HORATIO B. HACKETT SCHOOL,2161 E YORK ST,19125,(215) 400-7470,,ELEMENTARY SCHOOL,K-5,356,1,DISTRICT
347,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",ANDREW HAMILTON SCHOOL,5640 SPRUCE ST,19139,(215) 400-7650,,ELEMENTARY/MIDDLE,K-8,518,1,DISTRICT
348,126515001,5041,8770,HANCOCK DEMONSTRATION SCHOOL,JOHN HANCOCK DEMONSTRATION SCHOOL,3700 MORRELL AVE,19114,(215) 400-3120,,ELEMENTARY/MIDDLE,K-8,778,1,DISTRICT
349,126515001,7242,7110,"HARDING, WARREN G. MIDDLE SCHOOL",WARREN G. HARDING SCHOOL,2000 WAKELING ST,19124,(215) 400-3990,,MIDDLE SCHOOL,6-8,767,1,DISTRICT
350,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",AVERY D. HARRINGTON SCHOOL,5300 BALTIMORE AVE,19143,(215) 400-7920,,ELEMENTARY/MIDDLE,K-8,475,1,DISTRICT
351,126515001,5125,5320,"HARTRANFT, JOHN F. SCHOOL",JOHN F. HARTRANFT SCHOOL,720 W CUMBERLAND ST,19133,(215) 400-7090,,ELEMENTARY/MIDDLE,K-8,470,1,DISTRICT
352,126515001,3712,6250,"HENRY, CHARLES W. SCHOOL",CHARLES W. HENRY SCHOOL,601 CARPENTER LN,19119,(215) 400-3480,,ELEMENTARY/MIDDLE,K-8,519,1,DISTRICT
353,126515001,5187,4300,"HESTON, EDWARD SCHOOL",EDWARD HESTON SCHOOL,1621 N 54TH ST,19131,(215) 400-7290,,ELEMENTARY/MIDDLE,K-8,433,1,DISTRICT
354,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",ROBERT E. LAMBERTON SCHOOL,7501 WOODBINE AVE,19151,(215) 400-7530,,ELEMENTARY/MIDDLE,K-8,416,1,DISTRICT
355,126515001,7811,6540,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LANE,19128,(215) 400-3420,,HIGH SCHOOL,9-12,349,1,DISTRICT
356,126515001,3744,7330,"LAWTON, HENRY W. SCHOOL",HENRY W. LAWTON SCHOOL,6101 JACKSON ST,19135,(215) 400-3340,,ELEMENTARY SCHOOL,K-5,665,1,DISTRICT
357,126515001,6530,1340,"LEA, HENRY C.",HENRY C. LEA SCHOOL,4700 LOCUST ST,19139,(215) 400-7660,,ELEMENTARY/MIDDLE,K-8,536,1,DISTRICT
358,126515001,3845,8010,"LINCOLN, ABRAHAM HIGH SCHOOL",ABRAHAM LINCOLN HIGH SCHOOL,3201 RYAN AVE,19136,(215) 400-3300,,HIGH SCHOOL,9-12,1963,1,DISTRICT
359,126515001,3717,6440,"LINGELBACH, ANNA L. SCHOOL",ANNA L. LINGELBACH SCHOOL,6340 WAYNE AVE,19144,(215) 400-3630,,ELEMENTARY/MIDDLE,K-8,392,1,DISTRICT
360,126515001,4732,1470,"LOCKE, ALAIN SCHOOL",ALAIN LOCKE SCHOOL,4550 HAVERFORD AVE,19139,(215) 400-7670,,ELEMENTARY/MIDDLE,K-8,442,1,DISTRICT
361,126515001,4961,8440,"LOESCHE, WILLIAM H. SCHOOL",WILLIAM H. LOESCHE SCHOOL,595 TOMLINSON RD,19116,(215) 400-3020,,ELEMENTARY SCHOOL,K-5,881,1,DISTRICT
362,126515001,3718,6300,"LOGAN, JAMES SCHOOL",JAMES LOGAN SCHOOL,1700 LINDLEY AVE,19141,(215) 400-3670,,ELEMENTARY SCHOOL,K-5,324,1,DISTRICT
363,126515001,6533,1350,"LONGSTRETH, WILLIAM C. SCHOOL",WILLIAM C. LONGSTRETH SCHOOL,5700 WILLOWS AVE,19143,(215) 400-7870,,ELEMENTARY/MIDDLE,K-8,336,1,DISTRICT
364,126515001,7232,7350,"LOWELL, JAMES R. SCHOOL",JAMES R. LOWELL SCHOOL,450 W NEDRO AVE,19120,(215) 400-3740,,ELEMENTARY SCHOOL,K-4,686,1,DISTRICT
365,126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",JAMES R. LUDLOW SCHOOL,550 W MASTER ST,19122,(215) 400-7430,,ELEMENTARY/MIDDLE,K-8,270,1,DISTRICT
366,126515001,3797,7360,"MARSHALL, JOHN SCHOOL",JOHN MARSHALL SCHOOL,4500 GRISCOM ST,19124,(215) 400-3950,,ELEMENTARY SCHOOL,K-5,369,1,DISTRICT
367,126515001,7521,5500,"MARSHALL, THURGOOD SCHOOL",THURGOOD MARSHALL SCHOOL,5120 N 6TH ST,19120,(215) 400-3770,,ELEMENTARY/MIDDLE,K-8,692,1,DISTRICT
368,126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",JULES E. MASTBAUM AREA VOCATIONAL TECHNICAL HIGH SCHOOL,3116 FRANKFORD AVE,19134,(215) 400-7220,,HIGH SCHOOL,9-12,631,1,DISTRICT
369,126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",JULIA R. MASTERMAN SCHOOL,1699 SPRING GARDEN ST,19130,(215) 400-7580,,MIDDLE/HIGH,5-12,1206,1,DISTRICT
370,126515001,3769,8300,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE,19149,(215) 400-3280,,ELEMENTARY/MIDDLE,K-8,2208,1,DISTRICT
371,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",GENERAL GEORGE A. MCCALL SCHOOL,325 S 7TH ST,19106,(215) 400-7840,,ELEMENTARY/MIDDLE,K-8,691,1,DISTRICT
372,126515001,6534,7380,"MC CLURE, ALEXANDER K. SCHOOL",ALEXANDER K. MCCLURE SCHOOL,600 W HUNTING PARK AVE,19140,(215) 400-3870,,ELEMENTARY SCHOOL,K-5,621,1,DISTRICT
373,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",MORTON MCMICHAEL SCHOOL,3543 FAIRMOUNT AVE,19104,(215) 400-7750,,ELEMENTARY/MIDDLE,K-8,345,1,DISTRICT
374,126515001,3719,6310,"MCCLOSKEY, JOHN F. SCHOOL",JOHN F. MCCLOSKEY SCHOOL,8500 PICKERING ST,19150,(215) 400-3380,,ELEMENTARY/MIDDLE,K-8,344,1,DISTRICT
375,,,3040,EXCEL MIDDLE YEARS ACADEMY,EXCEL MIDDLE YEARS ACADEMY,4300 WESTMINSTER AVE,19104,(215) 436-0307,,MIDDLE SCHOOL,6-8,74,1,CONTRACTED
376,100510000,7744,3364,FIRST PHILADELPHIA CHARTER,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,4300 TACONY ST,19124,(215) 743-3100,,ELEMENTARY/MIDDLE/HIGH,K-12,1905,2,CHARTER
377,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,FOLK ARTS-CULTURAL TREASURES CHARTER SCHOOL,1023 CALLOWHILL ST,19123,(215) 569-2600,,ELEMENTARY/MIDDLE,K-8,503,2,CHARTER
378,126515001,,3210,FRANKLIN HIGH SCHOOL EOP,BEN FRANKLIN HIGH SCHOOL EOP,540 N 13TH ST,19130,(215) 400-7600,,HIGH SCHOOL,9-12,118,1,DISTRICT
379,126513450,7666,3331,FRANKLIN TOWNE CHARTER SCHOOL,FRANKLIN TOWNE CHARTER HIGH SCHOOL,5301 TACONY ST,19137,(215) 289-5000,,HIGH SCHOOL,9-12,1192,2,CHARTER
